уровень;поставщик;артикул;название карточки;штук;внешний код;наша карточка;балл;код в МС;Название WB
D;ramis;5223370000;Картридж для (130) HP Photosmart 8153  C8767HE (восстановленный) Black (23ml) Unijet;93.000;0196;Картридж для (130) HP Photosmart 8153  C8767HE Black (23ml) Unijet;4;;Картридж 130 для HP C8767HE черный
D;ramis;5223420000;Картридж для (141XL) HP DJ D4263 CB338  (восстановленный) Color Unijet;221.000;0198;Картридж струйный Cactus CS-CB336 №140XL черный (29мл) для HP DJ D4263/D4363/DJ J5783/J6413/PSC C4273/C4283/C4343/C4383/C4473/C4483/C4583/C5283/D5363 с чипом;4;;Картридж 140XL для HP CB336HE черный XL ресурс
D;rapid;SFR-3YM74AE;Картридж HP 3YM74AE №653 Deskjet 6000-ser/6075/6400-ser/6475 Color SuperFine;95.000;4354;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;3;4354sf;Картридж 653 для HP 3YM75AE черный
D;rapid;SFR-3YM75AE;Картридж HP 3YM75AE №653 Deskjet 6000-ser/6075/6400-ser/6475 Black SuperFine;62.000;4354;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;4;4354sf;Картридж 653 для HP 3YM75AE черный
D;s_print_msk;SP46264_MSK;Картридж SP LC-970 M/LC-1000 M для Brother, пурпурный;9.000;0593;Картридж струйный Cactus CS-LC970M пурпурный (20мл) для Brother MFC-260c/235c/DCP-150c/135c с чипом;5;;Картридж LC-1000M для Brother пурпурный
D;s_print_spb;SP350639;Цветной тонер-картридж SolutionPrint SP-H-415A (W2030A) Bk 2,4k;19.000;3909;Комплект картриджей GP-W2030A/W2031A/W2032A/W2033A (№415A) для принтеров HP Color LaserJet / CLJ-M455/M480/CLJP-M454/CLJP-M479 BK/C/Y/M 2400/3*2100 копий GalaPrint;5;;Картридж W2030A для HP 415A черный с чипом
D;s_print_spb;SP46264;Картридж SP LC-970 M/LC-1000 M для Brother, пурпурный;53.000;0593;Картридж струйный Cactus CS-LC970M пурпурный (20мл) для Brother MFC-260c/235c/DCP-150c/135c с чипом;5;;Картридж LC-1000M для Brother пурпурный
D;sakura;SI3YM74AE;*Восстановленный* Струйный картридж Sakura 3YM74AE (№653 Tri-colour) для HP, триколор, 11 мл., 600 к.;100.000;4355;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;4;4355sk;Картридж 653 для HP 3YM74AE цветной
D;sakura;SI3YM75AE;*Восстановленный* Струйный картридж Sakura 3YM75AE (№653 Black) для HP, черный, 11 мл., 600 к.;100.000;4354;IC-H653XL_MP Комплект картриджей T2 для HP №653XL: IC-H3YM75AE черный + IC-H3YM74AE цветной;5;4354sk;Картридж 653 для HP 3YM75AE черный
D;vtt;101131379;Тонер-картридж Hi-Black (HB-C-EXV55 C) для Canon iR Adv C256/256i/356i/356P, C, 18К;3.000;3650;Картридж лазерный Cactus CS-EXV55C голубой (18000стр.) для Canon ImageRunner C256/356;5;3650hb;Картридж C-EXV55C для Canon 2183C002 голубой
D;vtt;101131380;Тонер-картридж Hi-Black (HB-C-EXV55 M) для Canon iR Adv C256/256i/356i/356P, M, 18К;3.000;3651;Картридж лазерный Cactus CS-EXV55M пурпурный (18000стр.) для Canon ImageRunner C256/356;5;3651hb;Картридж C-EXV55M для Canon 2184C002 пурпурный
D;vtt;101131381;Тонер-картридж Hi-Black (HB-C-EXV55 Y) для Canon iR Adv C256/256i/356i/356P, Y, 18К;3.000;3652;Картридж лазерный Cactus CS-EXV55Y желтый (18000стр.) для Canon ImageRunner C256/356;5;3652hb;Картридж C-EXV55Y для Canon 2185C002 желтый
D;vtt;150010115;Картридж Hi-Black (HB-Q6000A) для HP CLJ 1600/2600/2605, Восстановленный, Bk, 2,5K;76.000;0740;6000/707Bk Картридж EasyPrint LH-6000 для HP CLJ1600/2600/Canon LBP5000/5100 (2500 стр.) черный, с чипом, восст.;6;0740hb;Картридж Q6000A для HP 124A черный
D;vtt;150010116;Картридж Hi-Black (HB-Q6003A) для HP CLJ 1600/2600/2605, Восстановленный, M, 2K;68.000;0743;6003/707M Картридж EasyPrint LH-6003 для HP CLJ1600/2600n/Canon LBP5000/5100 (2000стр.) пурпурный,с чипом, восст.;6;0743hb;Картридж Q6003A для HP 124A пурпурный
D;vtt;150010117;Картридж Hi-Black (HB-Q6002A) для HP CLJ 1600/2600/2605, Восстановленный, Y, 2K;65.000;0742;6002/707Y Картридж EasyPrint LH-6002 для HP CLJ1600/2600n/Canon LBP5000/5100 (2000 стр.) желтый, с чипом, восст.;6;0742hb;Картридж Q6002A для HP 124A желтый
D;vtt;150010118;Картридж Hi-Black (HB-Q6001A) для HP CLJ 1600/2600/2605, Восстановленный, C, 2K;65.000;0741;6001/707C Картридж EasyPrint LH-6001 для HP CLJ1600/2600n/Canon LBP5000/5100 (2000 стр.) голубой, с чипом, восст.;6;0741hb;Картридж Q6001A для HP 124A голубой
D;vtt;2011039010;Картридж Hi-Black (HB-Q6470A) для HP CLJ 3600/3800/CP3505 Универс., Восстанов., Bk, 6K;27.000;0770;Картридж PL-Q6470A/711 (№501A) для принтеров HP Color LaserJet 3600/3600dn/3600n/CP3505/3800/Canon i-SENSYS LBP5300/LBP5360/MF8450/MF9130/MF9170/MF9220Cdn/MF9280Cdn Black 6000 копий ProfiLine;5;0770hb;Картридж Q6470A для HP 501A черный
D;vtt;2011039013;Картридж Hi-Black (HB-Q6473A) для HP CLJ 3600, Восстановленный, M, 4K;23.000;0773;Картридж NVP совместимый NV-Q6473A Magenta;5;0773hb;Картридж Q6473A для HP 502A пурпурный
D;vtt;220095911;Драм-юнит Hi-Black (HB-44574302) для OKI B411/412/431/512/MB461/471/472/491/492/562, 25K;435.000;0981;Драм-картридж EasyPrint DO-411 для Oki B411/412/431/432/MB461/471/472/492 (25 000стр.) 44574302;4;0981hb;
D;vtt;220095931;Тонер-картридж Hi-Black (HB-44315323/44315307) для OKI C610, C, 6K;18.000;1018;Картридж OKI C610/C610DM,toner, cyan, 6000стр.,Blossom;5;1018hb;Картридж 44315323 для OKI голубой
D;vtt;220095954;Тонер-картридж Hi-Black (HB-45862852) для OKI MC853/873, Восстановленный, Bk, 7К;20.000;2785;Картридж для OKI MC853/MC873 44844472 30K DRUM чип Б/Г  Black White Box (Совместимый);5;2785hb;Картридж 45862852 для OKI черный
D;vtt;220095955;Тонер-картридж Hi-Black (HB-45862851) для OKI MC853/873, Восстановленный, C, 7,3К;35.000;2786;Картридж для OKI MC853/MC873  (45862839/45862851) 7.3K Cyan White Box (Совместимый);5;2786hb;Картридж 45862851 для OKI голубой
D;vtt;220095956;Тонер-картридж Hi-Black (HB-45862850) для OKI MC853/873, Восстановленный, M, 7,3К;46.000;2787;Картридж для OKI MC853/MC873  (45862838/45862850) 7.3K Magenta White Box (Совместимый);5;2787hb;Картридж 45862850 для OKI пурпурный
D;vtt;220095957;Тонер-картридж Hi-Black (HB-45862849) для OKI MC853/873, Восстановленный, Y, 7,3К;35.000;2788;Картридж для OKI MC853/MC873  (45862837/45862849) 7.3K Yellow White Box (Совместимый);5;2788hb;Картридж 45862849 для OKI желтый
D;vtt;4100603236;Тонер-картридж NetProduct (N-TK-5140M) для Kyocera ECOSYS M6030cdn/M6530cdn, M, 5K;4.000;1299;TC-K5140M Тонер-картридж T2 для Kyocera ECOSYS M6030cdn/M6530cdn/P6130cdn (5000 стр.) пурпурный, с чипом;6;1299np;Картридж TK-5140M для Kyocera пурпурный
D;vtt;4629751;Картридж Hi-Black (HB-CE271A) для HP CLJ CP5520/5525/Enterprise M750, Восстанов, C, 15K;57.000;0761;TC-H271 Картридж T2 для HP CLJ Enterprise CP5525/M750 (15000 стр.) голубой, с чипом, восст.;6;0761hb;Картридж CE271A для HP 650A голубой
D;vtt;4629754;Картридж Hi-Black (HB-CE340A) для HP CLJ Enterprise MFP M775dn/775f/775z, №651A, Восстан, Bk, 13,5K;256.000;0760;TC-HCE270A/CE340A Картридж T2 для HP CLJ Enterprise CP5525/M750/700 M775 (13500 стр.) черный, с чипом;6;0760hb;Картридж CE270A для HP 650A черный
D;vtt;4629755;Картридж Hi-Black (HB-CE341A) для HP CLJ Enterprise MFP M775dn/775f/775z, №651A, Восстан, C, 16K;63.000;0761;TC-HCE271A/CE341A Картридж T2 для HP CLJ Enterprise CP5525/M750/700 M775 (15000 стр.) голубой, с чипом;6;0761hb;Картридж CE271A для HP 650A голубой
D;vtt;4629756;Картридж Hi-Black (HB-CE343A) для HP CLJ Enterprise MFP M775dn/775f/775z, №651A, Восстан, M, 16K;69.000;0755;TC-HCE273A/CE343A Картридж T2 для HP CLJ Enterprise CP5525/M750/700 M775 (15000 стр.) пурпурный, с чипом;6;0755hb;Картридж CE273A для HP 650A пурпурный
D;vtt;4629757;Картридж Hi-Black (HB-CE342A) для HP CLJ Enterprise MFP M775dn/775f/775z, №651A, Восстан, Y, 16K;66.000;0762;TC-HCE272A/CE342A Картридж T2 для HP CLJ Enterprise CP5525/M750/700 M775 (15000 стр.) желтый, с чипом;6;0762hb;Картридж CE272A для HP 650A желтый
D;vtt;703030;Тонер-картридж Hi-Black (HB-106R01604) для Xerox Phaser 6500/WC 6505, Bk, 3K;106.000;1095;TC-X6500B Тонер-картридж T2 для Xerox Phaser 6500N/6500DN/WorkCentre 6505N/6505DN (3000 стр.) черный, с чипом 106R01604;6;1095hb;Картридж 106R01604 для Xerox черный
D;vtt;797026755;Тонер-картридж Hi-Black (HB-006R04369) для Xerox C310/C315, C, 5,5K;155.000;5722;TC-XC310C Тонер-картридж T2 для Xerox C310/C315 (5500 стр.) голубой, с чипом 006R04365;6;5722hb;Картридж 006R04369 для Xerox C310XC голубой
D;vtt;797026756;Тонер-картридж Hi-Black (HB-006R04370) для Xerox C310/C315, M, 5,5K;155.000;5720;TC-XC310M Тонер-картридж T2 для Xerox C310/C315 (5500 стр.) пурпурный, с чипом 006R04366;6;5720hb;Картридж 006R04370 для Xerox 006R04370 пурпурный
D;vtt;797026757;Тонер-картридж Hi-Black (HB-006R04371) для Xerox C310/C315, Y, 5,5K;143.000;5721;TC-XC310Y Тонер-картридж T2 для Xerox C310/C315 (5500 стр.) желтый, с чипом 006R04365;6;5721hb;Картридж 006R04371 для Xerox C310Y желтый
D;vtt;98052090122;Тонер-картридж Hi-Black (HB-106R01272) для Xerox Phaser 6110, M, 1K;26.000;5207;Картридж Xerox 106R01272 для Phaser 6110 magenta, 1000 стр.,Blossom;5;5207hb;Картридж 106R01272 для Xerox пурпурный
D;vtt;984002211;Драм-юнит Hi-Black (HB-DR-1095) для Brother HL-1202/DCP1602, 10K;479.000;1171;Драм-картридж 7Q DR1030, 1050, 1075, 1090, 1095 для Brother HL-1110, HL-1202 (Чёрный, 10000 стр.), универсальный;4;1171hb;Фотобарабан DR-1075 DU для Brother черный
D;vtt;984002213;Драм-юнит NetProduct (N-DR-1095) для Brother HL-1202/DCP1602, 10K;270.000;1171;Драм-картридж 7Q DR1030, 1050, 1075, 1090, 1095 для Brother HL-1110, HL-1202 (Чёрный, 10000 стр.), универсальный;4;1171np;Фотобарабан DR-1075 DU для Brother черный
D;vtt;98402327;Драм-юнит Hi-Black (HB-DR-2080) для Brother HL-2130R/DCP-7055WR, 12K;203.000;0246;2080DR Драм-картридж EasyPrint DB-2080 для Brother HL-2130R/DCP-7055R/7055W (12000 стр.);4;0246hb;Фотобарабан DR-2080 DU для Brother черный
D;vtt;984023270;Драм-юнит NetProduct (N-DR-2080) для Brother HL-2130R/DCP-7055WR, 12K;336.000;0246;2080DR Драм-картридж EasyPrint DB-2080 для Brother HL-2130R/DCP-7055R/7055W (12000 стр.);4;0246np;Фотобарабан DR-2080 DU для Brother черный
D;vtt;9840237;Драм-юнит Hi-Black (HB-DR-2075) для Brother HL-2030/2040/2070/ DCP-7010/7420/7820, 12K;214.000;0377;Драм-картридж Smart Graphics DR-2085, 2075, 2000 для Brother DCP-7010, Brother DCP-7010L, Brother DCP-7010R (Чёрный, 12000 стр.), совместимый, универсальный;4;0377hb;Фотобарабан DR-2075 DU для Brother черный
D;vtt;98402370;Драм-юнит NetProduct (N-DR-2075) для Brother HL-2030/2040/2070/ DCP-7010/7420/7820, 12K;377.000;0377;Драм-картридж Smart Graphics DR-2085, 2075, 2000 для Brother DCP-7010, Brother DCP-7010L, Brother DCP-7010R (Чёрный, 12000 стр.), совместимый, универсальный;4;0377np;Фотобарабан DR-2075 DU для Brother черный
D;vtt;9840240;Драм-юнит Hi-Black (HB-DR-2175) для Brother HL-2140/2150/2170/7030/7040, 12K;353.000;0376;Комплект фотобарабан DR-2175 DU + картридж TN-2175 Brother;4;0376hb;Фотобарабан DR-2175 DU для Brother черный
D;vtt;984271031;Драм-юнит Hi-Black (HB-E260X22G) для Lexmark E260/E360/E460, 30K;8.000;0506;Драм-картридж PL-E260X22G для принтеров Lexmark LaserPrinter E260/E360/E460/E462 Drum 30000 копий ProfiLine;4;0506hb;Картридж E260A21E для Lexmark черный с чипом
D;vtt;9842710310;Драм-юнит NetProduct (N-E260X22G) для Lexmark E260/E360/E460, 30K;11.000;0506;Драм-картридж PL-E260X22G для принтеров Lexmark LaserPrinter E260/E360/E460/E462 Drum 30000 копий ProfiLine;4;0506np;Картридж E260A21E для Lexmark черный с чипом
D;vtt;989560009;Драм-юнит Hi-Black (HB-DR-3100) для Brother HL-5240/5250/5270DN/5340D/5350DN/8370DN, 25K;15.000;0565;Барабан DR-3100/DR3170 BS;4;0565hb;Фотобарабан DR-3100 DU для Brother черный
D;vtt;9895601000;Драм-юнит NetProduct (N-DR-3300) для Brother HL-5440D/5445D/5450DN/6180DW/DCP-8110DN, 30K;59.000;0855;Драм-юнит Hi-Black (HB-DR-720/DR-3300) для Brother HL-5440D/5445D/5450DN/DCP-8110DN, 30K;4;0855np;Фотобарабан DR-3300 DU для Brother черный
D;vtt;98956310340;Тонер-картридж Hi-Black (HB-106R01338/106R01334) для Xerox Phaser 6125, Восстанов., Bk, 2K;7.000;0113;Тонер-картридж БУЛАТ s-Line 106R01338 для Xerox Phaser 6125 (Чёрный, 2000 стр.);6;0113hb;Картридж 106R01334 для Xerox черный с чипом
D;vtt;98956310343;Тонер-картридж Hi-Black (HB-106R01336/106R01332) для Xerox Phaser 6125, Восстанов., M, 1K;9.000;0115;Картридж для Xerox 106R01336 Phaser 6125 1K Magenta White Box (Совместимый);6;0115hb;Картридж 106R01332 для Xerox пурпурный с чипом
D;vtt;98960700145;Тонер-картридж Hi-Black (HB-TK-8305C) для Kyocera TASKalfa 3050ci/3051/3550, C, 15K;26.000;1413;Картридж лазерный CopyRite CR-KYTK8305C TK-8305C голубой (15000стр.) для Kyocera Taskalfa 3050ci/3550ci;5;1413hb;Картридж TK-8305C для Kyocera голубой
D;vtt;98960700166;Тонер-картридж Hi-Black (HB-TK-8505M) для Kyocera TASKalfa 4550ci/4551/5550, M, 20K;14.000;1704;Картридж лазерный CopyRite CR-KYTK8505M TK-8505M пурпурный (20000стр.) для Kyocera Taskalfa 4550ci/5550ci;5;1704hb;Картридж TK-8505M для Kyocera пурпурный
D;vtt;98960700167;Тонер-картридж Hi-Black (HB-TK-8505Y) для Kyocera TASKalfa 4550ci/4551/5550, Y, 20K;17.000;1705;Картридж лазерный CopyRite CR-KYTK8505Y TK-8505Y желтый (20000стр.) для Kyocera Taskalfa 4550ci/5550ci;5;1705hb;Картридж TK-8505Y для Kyocera желтый
D;vtt;9896974;Тонер-картридж Hi-Black (HB-TN-328K) для Konica-Minolta bizhub C250i/C300i/C360i, Bk, 28К;21.000;4309;TC-MTN-328BK Тонер-картридж T2 для Konica-Minolta BizHub C250i/C300i/C360i/C450i/C550i/C650i (28000 стр.) черный, с чипом;6;4309hb;Картридж TN-328K для Konica AAV8150 черный
D;vtt;9896977;Тонер-картридж Hi-Black (HB-TN-328Y) для Konica-Minolta bizhub C250i/C300i/C360i, Y, 28К;11.000;4311;TC-MTN-328Y Тонер-картридж T2 для Konica-Minolta BizHub C250i/C300i/C360i/C450i/C550i/C650i (28000 стр.) желтый, с чипом;6;4311hb;Картридж TN-328Y для Konica AAV8250 желтый
D;vtt;98970234;Тонер-картридж Hi-Black (HB-TN-227K) для Konica-Minolta bizhub C257i, Bk, 24K;28.000;2031;Картридж лазерный CopyRite CR-KMTN227K TN-227K черный (24000стр.) для Konica Minolta bizhub C257i;5;2031hb;Картридж TN-321 K для Konica A33K150 черный
D;vtt;98971458;Драм-юнит Hi-Black (HB-DL-425X) для Pantum P3305DN/P3305DW/M7105, 25К;6.000;4331;DL-425X Драм-картридж EasyPrint DPM-DL-425X для Pantum P3305DN/P3305DW/M7105DN/M7105DW (25000 стр.);4;4331hb;Фотобарабан DL-425 DU для Pantum черный
D;vtt;9897148;Драм-юнит NetProduct (N-101R00435) для Xerox WorkCentre 5222/5225/5230/pro 5225, Восст., 80К;24.000;1087;Картридж лазерный Cactus CS-WC5222XR 101R00435 черный бар.в компл. (80000стр.) для Xerox WC 5222/5230;4;1087np;Фотобарабан 101R00435 DU для Xerox черный
D;vtt;9897149;Драм-юнит NetProduct (N-013R00670) для Xerox WorkCentre 5019/5021/5022/5024, 80К;19.000;1085;Картридж Colortek Xerox 013R00670 (DU) 5019/5021 80k;4;1085np;Фотобарабан 013R00670 DU для Xerox черный
D;vtt;9897151;Драм-юнит NetProduct (N-DK-3130) для Kyocera FS-4100DN/4200DN, Восстановленный, 500К;23.000;0865;TC-K3130 Тонер-картридж T2 для Kyocera FS-4200DN/4300DN/ECOSYS M3550idn (25000 стр.) с чипом;4;0865np;Картридж TK-3130 для Kyocera черный
D;vtt;9897164;Драм-юнит Hi-Black (HB-DK-3170) для Kyocera P3045dn/M3145dn/M3645dn, Восстановленный, 300К;10.000;2164;Драм-картридж EasyPrint DK-3170 для Kyocera ECOSYS P3045dn/P3145DN/M3145DN/M3645DN (300000 стр.) DK-3170;4;2164hb;Картридж TK-3160 для Kyocera черный с чипом
D;vtt;9897218;Драм-юнит Hi-Black (HB-013R00662) для Xerox WC 7525/7530/7535/7545/7556/7830/7835, 125K;180.000;1851;Картридж Xerox 013R00662 DRUM WC7500ser/7800ser 125K SuperFine;4;1851hb;Фотобарабан 013R00662 DU для Xerox цветной
D;vtt;9897219;Тонер-картридж Hi-Black (HB-W9014MC) для HP LJ MFP E82540/E82550/E82560, 69K;14.000;4491;Тонер-картридж Hi-Black (HB-W9037MC) для HP LaserJet E82540/E82550/E82560, 58K;5;4491hb;Картридж W9037MC для HP черный с чипом
D;vtt;9911302840;Тонер-картридж NetProduct (N-TN-116/TN-118) для Konica Minolta Bizhub 164, 5,5K;80.000;1293;Картридж  TN-116/TN-118 для Konica Minolta (2 шт.), ресурс;3;1293np;Тонер-картридж TN-116 для Konica A1UC050 черный
D;vtt;99620040;Тонер-картридж Hi-Black (HB-CB380A/CB390A) для HP CLJ CP6015dn/CM6030, Bk, 16,5K/19,5K;7.000;0765;Картридж HP CB380A для CLJ CP6015dn/CM6030/6040MFP, black,16 500 стр.,Blossom;5;0765hb;Картридж CB380A для HP 823A черный
D;vtt;99620050;Тонер-картридж Hi-Black (HB-CB381A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, C, 21K;5.000;0766;Картридж HP CB381A для CLJ CP6015dn/CM6030/6040MFP, cyan, 21000 стр.,Blossom;5;0766hb;Картридж CB381A для HP 824A голубой
D;vtt;99620060;Тонер-картридж Hi-Black (HB-CB382A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, Y, 21K;6.000;0767;Картридж HP CB382A для CLJ CP6015dn/CM6030/6040MFP, yellow, 21 000 стр.,Blossom;5;0767hb;Картридж CB382A для HP 824A желтый
D;vtt;99620070;Тонер-картридж Hi-Black (HB-CB383A) для HP CLJ CP6015dn/CM6030/6040MFP, Восстанов, M, 21K;6.000;0768;Картридж HP CB383A для CLJ CP6015dn/CM6030/6040MFP, magenta, 21 000 стр.,Blossom;5;0768hb;Картридж CB383A для HP 824A пурпурный
D;vtt;99690867;Драм-юнит Hi-Black (HB-C-EXV32/33D) для Canon iR 2520/25/35/45, 70K;4.000;1288;Комплект фотобарабан C-EXV32 DU + картридж C-EXV32 Canon;3;1288hb;Картридж C-EXV32 для Canon 2786B002 черный
D;vtt;997015911;Картридж Hi-Black (HB-CE250X) для HP CLJ CP3525/CM3530, Восстановленный, Bk, 10,5K;15.000;0752;TC-H250X Картридж T2 для HP CLJ CP3525n/CM3530 (10 500 стр.) черный, с чипом, восстановленный;6;0752hb;Картридж CE250X для HP 504X черный XL ресурс
D;vtt;9970159111;Картридж NetProduct (N-CE251A) для HP CLJ CP3525/CM3530, Восстановленный, C, 7K;9.000;0749;TC-H251 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) голубой, с чипом, восстановленный;6;0749np;Картридж CE251A для HP 504A голубой
D;vtt;9970159112;Картридж NetProduct (N-CE252A) для HP CLJ CP3525/CM3530, Восстановленный, Y, 7K;14.000;0750;TC-H252 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) желтый, с чипом, восстановленный;6;0750np;Картридж CE252A для HP 504A желтый
D;vtt;997015912;Картридж Hi-Black (HB-CE251A) для HP CLJ CP3525/CM3530, Восстановленный, C, 7K;18.000;0749;TC-H251 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) голубой, с чипом, восстановленный;6;0749hb;Картридж CE251A для HP 504A голубой
D;vtt;997015913;Картридж Hi-Black (HB-CE252A) для HP CLJ CP3525/CM3530, Восстановленный, Y, 7K;17.000;0750;TC-H252 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) желтый, с чипом, восстановленный;6;0750hb;Картридж CE252A для HP 504A желтый
D;vtt;997015914;Картридж Hi-Black (HB-CE253A) для HP CLJ CP3525/CM3530, Восстановленный, M, 7K;15.000;0751;TC-H253 Картридж T2 для HP CLJ CP3525n/CM3530 (7000 стр.) пурпурный, с чипом, восстановленный;6;0751hb;Картридж CE253A для HP 504A пурпурный
D;vtt;9970159550;Драм-юнит NetProduct (N-CE314A) для HP CLJ CP1025/CP1025nw/M175/176/177/275, 14K/7K;197.000;1189;Комплект фотобарабан CE314A + картриджи CE310A-CE313A HP;4;1189np;Фотобарабан CE314A для HP 126A черный
D;vtt;997015958;Картридж Hi-Black (HB-CE260X) для HP CLJ CP4025/4525, Восстановленный, Bk, 17K;80.000;0407;Картридж Sakura CE260X (647X) для HP LJ CP4520/LJ CP3525n/LJ CP4020/LJ CP4025, черный, 17000 к.;5;0407hb;Картридж CE260X для HP 649X черный
D;vtt;9970159580;Картридж Hi-Black (HB-CE262A) для HP CLJ CP4025/4525, Восстановленный, Y, 11K;126.000;0409;Картридж лазерный Cactus CS-CE262AR желтый (11000стр.) для HP LJ CP4025/CP4525/CM4540;5;0409hb;Картридж CE262A для HP 648A желтый
D;vtt;9970159581;Картридж Hi-Black (HB-CE263A) для HP CLJ CP4025/4525, Восстановленный, M, 11K;41.000;0410;Картридж лазерный Cactus CS-CE263AR пурпурный (11000стр.) для HP LJ CP4025/CP4525;5;0410hb;Картридж CE263A для HP 648A пурпурный
D;vtt;997015959;Картридж Hi-Black (HB-CE261A) для HP CLJ CP4025/4525, Восстановленный, C, 11K;128.000;0408;Картридж лазерный Cactus CS-CE261A CE261A голубой (11000стр.) для HP LJ CP4025/CP4525/CM4540;5;0408hb;Картридж CE261A для HP 648A голубой
D;vtt;9970159590;Картридж NetProduct (N-CE260X) для HP CLJ CP4025/4525, Восстановленный, Bk, 17K;20.000;0407;Картридж Sakura CE260X (647X) для HP LJ CP4520/LJ CP3525n/LJ CP4020/LJ CP4025, черный, 17000 к.;5;0407np;Картридж CE260X для HP 649X черный
D;vtt;9970159591;Картридж NetProduct (N-CE261A) для HP CLJ CP4025/4525, Восстановленный, C, 11K;19.000;0408;Картридж лазерный Cactus CS-CE261A CE261A голубой (11000стр.) для HP LJ CP4025/CP4525/CM4540;5;0408np;Картридж CE261A для HP 648A голубой
D;vtt;9970159592;Картридж NetProduct (N-CE263A) для HP CLJ CP4025/4525, Восстановленный, M, 11K;18.000;0410;Картридж лазерный Cactus CS-CE263AR пурпурный (11000стр.) для HP LJ CP4025/CP4525;5;0410np;Картридж CE263A для HP 648A пурпурный
D;vtt;9970159593;Картридж NetProduct (N-CE262A) для HP CLJ CP4025/4525, Восстановленный, Y, 11K;19.000;0409;Картридж лазерный Cactus CS-CE262AR желтый (11000стр.) для HP LJ CP4025/CP4525/CM4540;5;0409np;Картридж CE262A для HP 648A желтый
D;vtt;999010044;Картридж Hi-Black (HB-CF330X) для HP CLJ M651n/651dn/651xh, №654X, Восстанов., Bk, 20,5K;18.000;0880;TC-HCF330X Картридж T2 для HP CLJ Enterprise M651n/M651dn/M651xh (20500стр.) черный, с чипом;6;0880hb;Картридж CF330X для HP 654X черный XL ресурс
D;vtt;CF289X;Тонер-картридж 89X для HP LJ M507/MFP M528, 10К чёрный CF289X;12.000;4795;Картридж Cactus CS-CF289XRU черный (10000стр.) для HP LJ M507/MFP M528;5;;Картридж CF289Y для HP 89Y черный с чипом
E;blossom;DI152 ЯП 6702B;Тонер Konica-Minolta Di152/183/211/1611/2011/bizhub 162/163/210/211  тип 106B/TN-114 (туба 413 гр.) ориг.;8.000;;;;;
E;bulat;BFLX0C2425010;Тонер-картридж БУЛАТ s-Line C235HK0 Black для Lexmark C2425 (3000 стр.);20.000;;;;;
E;bulat;BFLX0C2425020;Тонер-картридж БУЛАТ s-Line C235HC0 Cyan для Lexmark C2425 (2300 стр.);40.000;;;;;
E;bulat;BFLX0C2425030;Тонер-картридж БУЛАТ s-Line C235HM0 для Lexmark C2425 (Пурпурный, 2300 стр.);20.000;;;;;
E;bulat;BFLX0C2425040;Тонер-картридж БУЛАТ s-Line C235HY0 Yellow для Lexmark C2425 (2300 стр.);20.000;;;;;
E;bulat;BFRCSPC361020;Тонер-картридж БУЛАТ s-Line 408251 Type SP C360X для Ricoh SP C361 (Голубой, 9000 стр.), совместимый;20.000;;;;;
E;bulat;BFRXPH6125100;Драм-юнит БУЛАТ s-Line 676K05360 для Xerox Phaser 6125 (Цветной, 30000 стр.), ref.;50.000;;;;;
E;bulat;DFSHMX2301010;Тонер-картридж БУЛАТ s-Line MX-31GTBA для Sharp MX-2301 (Чёрный, 18000 стр.), совместимый;20.000;;;;;
E;bulat;DFSHMX2301020;Тонер-картридж БУЛАТ s-Line MX-31GTCA для Sharp MX-2301 (Голубой, 15000 стр.), совместимый;20.000;;;;;
E;bulat;DFSHMX2301030;Тонер-картридж БУЛАТ s-Line MX-31GTMA для Sharp MX-2301 (Пурпурный, 15000 стр.), совместимый;20.000;;;;;
E;bulat;DFTSES2822010;Тонер-картридж БУЛАТ s-Line T-2822E для Toshiba e-Studio 2822 (Чёрный, 17500 стр.), совместимый;50.000;;;;;
E;bulat;EFRX00VS80060;Блок проявки БУЛАТ 948K16840 Цветной для  Xerox Versant 80, 2100 (Developer Housing Assembly), ref.;20.000;;;;;
E;bulat;EFSMSL4300010;Тонер-картридж БУЛАТ s-Line CLT-K808S для Samsung SL-X4300 (Чёрный, 23000 стр.), старая версия чипа;20.000;;;;;
E;bulat;EFSMSL4300020;Тонер-картридж БУЛАТ s-Line CLT-C808S для Samsung SL-X4300 (Голубой, 20000 стр.), старая версия чипа;20.000;;;;;
E;bulat;EFSMSL4300030;Тонер-картридж БУЛАТ s-Line CLT-M808S для Samsung SL-X4300 (Пурпурный, 20000 стр.), старая версия чипа;20.000;;;;;
E;bulat;EFSMSL4300040;Тонер-картридж БУЛАТ s-Line CLT-Y808S для Samsung SL-X4300 (Жёлтый, 20000 стр.), старая версия чипа;20.000;;;;;
