тир;подтверждение;кабинет;артикул;nmID;тип;тек_ВБ_ДхШхВ;тек_объём_л;нов_ДхШхВ;нов_объём_л;занижение_раз;дельта_л;источник;название
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;57421FN31N0S;887700426;ребёнок;15x31x9;4.18;14.3x17x35.1;8.53;2.04;4.35;rapid(согл.2);Картридж для Катюша Р247 13000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;57422XL4FYIN;887701287;ребёнок;15x31x9;4.18;14.3x17x35.1;8.53;2.04;4.35;rapid(согл.2);Картридж для Катюша M247 13000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5742TCC5EUGA;324995485;ребёнок;15x31x9;4.18;14.3x17x35.1;8.53;2.04;4.35;rapid(согл.2);Картридж DS THM247 для Катюша M247, Р247 черный
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Цифровой квадрат;4758;199335558;мать;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наш-озон;Картридж TK-8705K для Kyocera TASKalfa 6550 черный
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Цифровой квадрат;47584;964703150;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 7551
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Дисквэр;4758RPA78AZ6;518724617;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж DS TK-8705K для Kyocera TASKalfa 6550 черный
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Цифровой квадрат;47583;964703087;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 7550
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Дисквэр;47582RONFY1Y;1003483510;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 6551 70000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Дисквэр;47581JQ4RSDA;1003483499;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 6550 70000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Дисквэр;47584JDY50XO;1003483516;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 7551 70000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Цифровой квадрат;47582;964702999;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 6551
A1. ядро волны 1: подтверждён ≥2 источниками;наш-озон;Цифровой квадрат;47581;964702985;ребёнок;6x6x51;1.84;51x12x6;3.67;2.0;1.84;наследование от 4758 (наш-озон);Картридж для Kyocera TASKalfa 6550
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;5813;322508081;мать;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж 842564 для Ricoh IM C2010, IM C2510H голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;5812;322508692;мать;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж 842563 для Ricoh IM C2010, IM C2510H пурпурный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;5811;322509399;мать;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж 842562 для Ricoh IM C2010, IM C2510H желтый
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5811SD71LP6G;343240068;ребёнок;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж DS 842562 для Ricoh IM C2010, IM C2510H желтый
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5812VK640P4U;343240092;ребёнок;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж DS 842563 для Ricoh IM C2010, IM C2510H пурпурный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5813BTNEM7I1;343240098;ребёнок;7x36x10;2.52;55x9.3x9.3;4.76;1.89;2.24;cactus(согл.2);Картридж DS 842564 для Ricoh IM C2010, IM C2510H голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;6301;966008368;мать;9x15x31;4.18;32.5x16x14.7;7.64;1.83;3.46;rapid(согл.2);Фотобарабан DR133 для Катюша M133, P133 черный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;6301IE9I9OPL;479825342;ребёнок;9x15x31;4.18;32.5x16x14.7;7.64;1.83;3.46;rapid(согл.2);Фотобарабан DS DR133 для Катюша M133, P133 черный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;5625;261208093;мать;30x10x10;3.0;12x14x32;5.38;1.79;2.38;sakura(согл.3);Картридж TK-5380C для Kyocera MA4000cifx, MA4000cix голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5625LDYDLSW9;323363575;ребёнок;30x10x10;3.0;12x14x32;5.38;1.79;2.38;sakura(согл.3);Картридж DS TK-5380C для Kyocera MA4000cifx голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;4299;209731269;мать;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж W9101MC для HP LJ E77422, LJ E77428 голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;4298;209731263;мать;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж W9100MC для HP LJ E77422, LJ E77428 черный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;42982;209763203;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж для HP Color LaserJet E77428
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;42981;209763173;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж для HP Color LaserJet E77422
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;42982EOSGHPP;886583186;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж для HP Color LaserJet E77428 25000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;42981H184SZS;886582176;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж для HP Color LaserJet E77422 25000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;4298WDFYTC6J;323214704;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж DS W9100MC для HP LJ E77422, LJ E77428 черный
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;4299R94XG2MH;323214753;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;cactus(согл.2);Картридж DS W9101MC для HP LJ E77422, LJ E77428 голубой
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;4480;209731886;мать;37x12x15;6.66;56x15x14;11.76;1.77;5.1;веб-оригинал;Картридж W9025MC для HP LJ E72425, LJ E72430 черный
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;4480FA6W01RV;323215346;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;наследование от 4480 (веб-оригинал);Картридж DS W9025MC для HP LJ E72425, LJ E72430 черный
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;44802B93GVA2;887067392;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;наследование от 4480 (веб-оригинал);Картридж для HP LaserJet E72425 33000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;44801N9W83KQ;865519375;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;наследование от 4480 (веб-оригинал);Картридж для HP LaserJet E72430 33000 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;44802;964511680;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;наследование от 4480 (веб-оригинал);Картридж для HP LaserJet E72430
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;44801;964511625;ребёнок;37x12x15;6.66;56x15x14;11.76;1.77;5.1;наследование от 4480 (веб-оригинал);Картридж для HP LaserJet E72425
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Цифровой квадрат;5630;261204182;мать;18x7x13;1.64;12x10x22;2.64;1.61;1.0;rapid(согл.2);Картридж TK-5440C для Kyocera MA2100cfx, MA2100cfx голубой
A1. ядро волны 1: подтверждён ≥2 источниками;≥2 поставщика согласны;Дисквэр;5630I6A2ZKWA;323363697;ребёнок;18x7x13;1.64;12x10x22;2.64;1.61;1.0;rapid(согл.2);Картридж DS TK-5440C для Kyocera MA2100cfx голубой
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;3837;209713808;мать;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;веб-оригинал;Картридж MX-315GT для Sharp MX-M265, MX-M266 черный
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;3837QBSXGYR4;323294904;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж DS MX-315GT для Sharp MX-M265, MX-M266 черный
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;38373;209762444;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M365
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;38371;209762396;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M265
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;38373L9BAPIG;886429122;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M365 27500 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;38372L9C2D3C;865354554;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M315 27500 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Дисквэр;38371VDTXCL3;865351940;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M265 27500 страниц
A1. ядро волны 1: подтверждён ≥2 источниками;веб-оригинал;Цифровой квадрат;38372;209762426;ребёнок;15x37x12;6.66;49.8x19x11.2;10.6;1.59;3.94;наследование от 3837 (веб-оригинал);Картридж для Sharp MX-M315
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Цифровой квадрат;4214;192567280;набор;7x20x2;0.28;19x20x31.5;11.97;42.75;11.69;набор:согласовано;Картриджи W2210X-W2213X (HP 207X) с чипом для HP Pro M255DW, M283FDW, M282NW
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);набор (расчёт из компонентов);Дисквэр;4214TJCR1I0Z;313191658;набор;7x20x2;0.28;19x20x31.5;11.97;42.75;11.69;набор:согласовано;Картриджи DS W2210X-W2213X для HP LJ Pro Color M283 fdw
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;5209;209752066;мать;8x8x8;0.51;37x11x26;10.58;20.67;10.07;поставщик;Картридж 106R01274 для Xerox Phaser 6110 черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;5209MI07M4OX;323312216;ребёнок;8x8x8;0.51;37x11x26;10.58;20.67;10.07;наследование от 5209 (поставщик);Картридж DS 106R01274 для Xerox Phaser 6110 черный
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Цифровой квадрат;5208;209752003;мать;8x8x8;0.51;37x11x26;10.58;20.67;10.07;поставщик;Картридж 106R01273 для Xerox Phaser 6110 желтый
A2. волна 1: один поставщик (тот же уровень доверия, что и у раздутых);1 поставщик;Дисквэр;5208KBJH27V3;323312200;ребёнок;8x8x8;0.51;37x11x26;10.58;20.67;10.07;наследование от 5208 (поставщик);Картридж DS 106R01273 для Xerox Phaser 6110 желтый
