external_code;группа;наш_ДхШхВ_см;вариантов_короба;расхождение_между_источниками_мм;все_источники;сверка_справочных_мм;варианты_ДхШхВ_мм и кто даёт;карточек_wb_acc1;карточек_wb_acc2
2194;Б;37.0x20.0x15.0;6;30.0;cactus,izi,sakura;нет данных;315.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus | 300.0x87.0x65.0 ← izi | 304.0x94.0x68.0 ← sakura | 304.0x92.0x69.0 ← sakura | 305.0x95.0x95.0 ← izi;3;3
2360;Б;37.0x20.0x15.0;5;30.0;cactus,izi,sakura;solutionsprint:25.0;350.0x135.0x107.0 ← izi | 320.0x110.0x110.0 ← cactus | 320.0x140.0x100.0 ← cactus | 329.0x114.0x106.0 ← sakura | 328.0x113.0x105.0 ← sakura;7;7
2361;Б;37.0x20.0x15.0;5;30.0;cactus,izi,sakura;solutionsprint:25.0;350.0x135.0x107.0 ← izi | 320.0x110.0x110.0 ← cactus | 320.0x140.0x100.0 ← cactus | 327.0x113.0x101.0 ← sakura | 329.0x115.0x105.0 ← sakura;1;1
2363;Б;37.0x20.0x15.0;5;30.0;cactus,izi,sakura;solutionsprint:25.0;350.0x135.0x107.0 ← izi | 320.0x140.0x100.0 ← cactus | 320.0x110.0x110.0 ← cactus | 327.0x114.0x102.0 ← sakura | 328.0x112.0x110.0 ← sakura;1;1
2401;Б;36.0x20.0x15.0;3;30.0;cactus,izi,sakura;solutionsprint:165.0;315.0x140.0x140.0 ← izi | 315.0x140.0x110.0 ← cactus | 331.0x124.0x117.0 ← sakura;1;1
2402;Б;36.0x20.0x15.0;3;30.0;cactus,izi,sakura;solutionsprint:165.0;315.0x140.0x140.0 ← izi | 315.0x140.0x110.0 ← cactus | 333.0x122.0x115.0 ← sakura;1;1
2772;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;solutionsprint:15.0;550.0x95.0x95.0 ← cactus | 580.0x90.0x90.0 ← sakura;1;1
3171;Б;37.0x20.0x15.0;4;30.0;cactus,sakura;solutionsprint:84.7;341.0x125.0x125.0 ← sakura | 345.0x132.0x104.0 ← cactus | 315.0x140.0x110.0 ← cactus | 341.1x125.3x124.8 ← sakura;1;1
3218;Б;37.0x20.0x15.0;2;30.0;cactus,izi;solutionsprint:45.0;315.0x98.0x95.0 ← cactus | 300.0x87.0x65.0 ← izi;1;1
3368;Б;37.0x20.0x15.0;2;30.0;cactus,sakura;solutionsprint:22.0;332.0x170.0x94.0 ← sakura | 330.0x140.0x80.0 ← cactus;3;3
4436;В;29.0x13.0x4.0;2;30.0;cactus,izi,sakura;нет данных;285.0x125.0x35.0 ← cactus,sakura | 265.0x155.0x40.0 ← izi;1;1
4437;В;29.0x13.0x4.0;2;30.0;cactus,izi,sakura;нет данных;285.0x125.0x35.0 ← cactus,sakura | 265.0x155.0x40.0 ← izi;1;1
4438;В;29.0x13.0x4.0;2;30.0;cactus,izi,sakura;нет данных;285.0x125.0x35.0 ← cactus,sakura | 265.0x155.0x40.0 ← izi;1;1
5749;Б;34.0x19.0x11.0;2;30.0;izi,sakura;нет данных;325.0x165.0x93.0 ← sakura | 305.0x135.0x65.0 ← izi;4;4
5806;В;31.0x19.0x9.0;2;30.0;izi,sakura;solutionsprint:7.0;350.0x185.0x120.0 ← izi | 330.0x190.0x90.0 ← sakura;1;3
6231;В;30.0x11.0x10.0;3;30.0;izi,sakura;нет данных;330.0x150.0x110.0 ← izi | 320.0x150.0x100.0 ← izi | 300.0x130.0x100.0 ← sakura;1;1
6805;Б;37.0x22.0x12.0;2;30.0;izi,sakura;нет данных;300.0x200.0x100.0 ← sakura | 315.0x170.0x90.0 ← izi;1;1
0050;Б;36.0x20.0x15.0;2;29.0;cactus,sakura;нет данных;334.0x120.0x116.0 ← sakura | 305.0x120.0x100.0 ← cactus;15;13
0239;Б;35.0x16.0x13.0;3;29.0;cactus,izi,sakura;solutionsprint:25.0;285.0x125.0x95.0 ← izi | 260.0x100.0x95.0 ← cactus | 263.0x96.0x87.0 ← sakura;4;4
0584;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:31.0;330.0x169.0x95.0 ← sakura | 320.0x140.0x100.0 ← cactus;1;1
0585;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:25.0;330.0x169.0x95.0 ← sakura | 320.0x140.0x100.0 ← cactus;1;1
1371;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:43.0;340.0x195.0x130.0 ← cactus | 325.0x166.0x125.0 ← sakura;1;1
2400;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:178.0;328.0x169.0x128.0 ← sakura | 315.0x140.0x110.0 ← cactus;5;5
2722;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:73.0;337.0x169.0x122.0 ← sakura | 315.0x140.0x110.0 ← cactus;1;1
2723;Б;37.0x20.0x15.0;2;29.0;cactus,sakura;solutionsprint:72.0;336.0x169.0x120.0 ← sakura | 315.0x140.0x110.0 ← cactus;1;1
3845;Б;15.0x10.0x10.0;2;29.0;cactus,sakura;нет данных;150.0x48.0x48.0 ← cactus,sakura | 121.0x37.0x37.0 ← cactus;9;10
3846;Б;15.0x10.0x10.0;2;29.0;cactus,sakura;нет данных;150.0x48.0x48.0 ← cactus,sakura | 121.0x37.0x37.0 ← cactus;1;1
3847;Б;15.0x10.0x10.0;2;29.0;cactus,sakura;нет данных;150.0x48.0x48.0 ← cactus,sakura | 121.0x37.0x37.0 ← cactus;1;1
3848;Б;15.0x10.0x10.0;3;29.0;cactus,sakura;нет данных;150.0x48.0x48.0 ← sakura | 140.0x48.0x48.0 ← cactus | 121.0x37.0x37.0 ← cactus;1;1
3850;Б;15.0x10.0x10.0;3;29.0;cactus,sakura;solutionsprint:10.0;150.0x60.0x60.0 ← sakura | 121.0x37.0x37.0 ← cactus | 140.0x48.0x48.0 ← cactus;8;8
3851;Б;15.0x10.0x10.0;3;29.0;cactus,sakura;solutionsprint:5.0;150.0x48.0x48.0 ← sakura | 140.0x48.0x48.0 ← cactus | 121.0x37.0x37.0 ← cactus;1;1
3852;Б;15.0x10.0x10.0;3;29.0;cactus,sakura;solutionsprint:5.0;150.0x48.0x48.0 ← sakura | 140.0x48.0x48.0 ← cactus | 121.0x37.0x37.0 ← cactus;1;1
3853;Б;15.0x10.0x10.0;3;29.0;cactus,sakura;solutionsprint:5.0;150.0x48.0x48.0 ← sakura | 121.0x37.0x37.0 ← cactus | 140.0x48.0x48.0 ← cactus;1;1
0853;В;35.0x16.0x12.0;2;28.0;cactus,sakura;solutionsprint:28.0;340.0x195.0x130.0 ← cactus | 331.0x167.0x125.0 ← sakura;10;11
0876;В;36.0x20.0x15.0;3;28.0;cactus,izi,sakura;solutionsprint:40.0;373.0x250.0x143.0 ← sakura | 350.0x240.0x150.0 ← cactus | 345.0x235.0x125.0 ← izi;3;4
1835;Б;37.0x20.0x15.0;2;28.0;cactus,sakura;нет данных;338.0x202.0x89.0 ← sakura | 310.0x190.0x100.0 ← cactus;5;5
2050;Б;37.0x20.0x15.0;2;28.0;cactus,sakura;solutionsprint:152.0;345.0x155.0x125.0 ← cactus | 335.0x168.0x97.0 ← sakura;1;1
2365;Б;37.0x20.0x15.0;3;28.0;cactus,sakura;нет данных;328.0x117.0x107.0 ← sakura | 300.0x100.0x95.0 ← cactus | 315.0x98.0x95.0 ← cactus;7;7
2720;Б;37.0x20.0x15.0;2;28.0;cactus,sakura;solutionsprint:70.0;334.0x168.0x126.0 ← sakura | 315.0x140.0x110.0 ← cactus;2;2
0240;Б;35.0x16.0x13.0;3;27.0;cactus,izi,sakura;solutionsprint:25.0;285.0x125.0x95.0 ← izi | 260.0x100.0x95.0 ← cactus | 258.0x98.0x90.0 ← sakura;6;6
0583;Б;35.0x16.0x12.0;2;27.0;cactus,sakura;solutionsprint:30.0;331.0x167.0x96.0 ← sakura | 320.0x140.0x100.0 ← cactus;8;9
0892;В;37.0x20.0x15.0;2;27.0;cactus,sakura;solutionsprint:157.0;467.0x253.0x125.0 ← sakura | 440.0x250.0x125.0 ← cactus;3;4
1042;Б;37.0x20.0x15.0;4;27.0;cactus,izi,sakura;нет данных;320.0x140.0x100.0 ← cactus | 305.0x120.0x100.0 ← cactus | 305.0x135.0x90.0 ← izi | 307.0x113.0x105.0 ← sakura;14;14
1430;Б;37.0x20.0x15.0;2;27.0;cactus,sakura;solutionsprint:17.0;337.0x201.0x90.0 ← sakura | 310.0x190.0x100.0 ← cactus;5;5
1616;Б;37.0x20.0x15.0;2;27.0;cactus,sakura;нет данных;340.0x195.0x130.0 ← cactus | 332.0x168.0x120.0 ← sakura;3;3
3788;Б;37.0x20.0x15.0;2;27.0;cactus,sakura;нет данных;342.0x195.0x130.0 ← cactus | 332.0x168.0x121.0 ← sakura;1;1
1158;Б;37.0x20.0x15.0;4;26.0;cactus,sakura;solutionsprint:57.0;331.0x115.0x102.0 ← sakura | 320.0x110.0x110.0 ← cactus | 305.0x90.0x90.0 ← cactus | 326.0x115.0x102.0 ← sakura;4;5
3094;В;10.0x8.0x5.0;2;26.0;cactus,sakura;solutionsprint:75.0;365.0x190.0x115.0 ← cactus | 361.0x164.0x127.0 ← sakura;1;1
3095;В;10.0x8.0x5.0;2;26.0;cactus,sakura;solutionsprint:75.0;365.0x190.0x115.0 ← cactus | 366.0x164.0x127.0 ← sakura;1;1
0229;Б;43.0x9.0x5.0;2;25.0;cactus,sakura;нет данных;280.0x70.0x65.0 ← cactus | 305.0x71.0x47.0 ← sakura;6;6
0238;Б;35.0x10.0x9.0;3;25.0;cactus,izi,sakura;solutionsprint:25.0;255.0x95.0x95.0 ← izi | 280.0x85.0x85.0 ← cactus | 261.0x97.0x90.0 ← sakura;4;4
0384;В;37.0x20.0x15.0;2;25.0;cactus,sakura;нет данных;380.0x275.0x150.0 ← cactus | 380.0x261.0x125.0 ← sakura;1;1
0436;Б;37.0x20.0x15.0;2;25.0;cactus,sakura;нет данных;330.0x172.0x129.0 ← sakura | 330.0x165.0x104.0 ← cactus;6;6
0565;Б;37.0x20.0x15.0;2;25.0;cactus,sakura;solutionsprint:23.0;365.0x190.0x115.0 ← cactus | 340.0x198.0x90.0 ← sakura;1;1
0655;Б;37.0x20.0x15.0;2;25.0;cactus,sakura;solutionsprint:36.0;350.0x115.0x105.0 ← sakura | 370.0x90.0x90.0 ← cactus;1;1
0740;Б;58.0x20.0x13.0;2;25.0;cactus,sakura;нет данных;345.0x155.0x125.0 ← cactus | 350.0x170.0x100.0 ← sakura;8;8
0830;Б;37.0x20.0x15.0;2;25.0;cactus,sakura;solutionsprint:5.0;440.0x95.0x90.0 ← cactus | 440.0x70.0x70.0 ← sakura;3;3
0902;Б;15.0x10.0x8.0;2;25.0;cactus,izi;нет данных;105.0x80.0x25.0 ← izi | 130.0x75.0x20.0 ← cactus;1;1
0903;Б;15.0x10.0x8.0;2;25.0;cactus,izi;нет данных;105.0x80.0x25.0 ← izi | 130.0x75.0x20.0 ← cactus;1;1
0904;Б;15.0x10.0x8.0;2;25.0;cactus,izi;нет данных;105.0x80.0x25.0 ← izi | 130.0x75.0x20.0 ← cactus;1;1
1287;Б;37.0x20.0x15.0;2;25.0;cactus,sakura;solutionsprint:45.0;355.0x208.0x115.0 ← sakura | 330.0x210.0x105.0 ← cactus;5;5
1320;Б;37.0x20.0x15.0;2;25.0;izi,sakura;нет данных;315.0x85.0x75.0 ← izi | 290.0x70.0x70.0 ← sakura;5;6
1467;Б;15.0x10.0x8.0;2;25.0;cactus,izi;нет данных;105.0x80.0x25.0 ← izi | 130.0x75.0x20.0 ← cactus;1;1
